service,request_rate_rps,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,cpu_usage_pct,memory_usage_mb,delta_rps,delta_p95_latency_ms,delta_cpu_usage_pct,sla_violated,pattern
2,27.28,0.066649,3.876,32.202,49.168,8.024595,91.137,-0.14,-0.579,-0.15562,1,constant
4,1.727273,0.0,2.5,4.75,4.95,0.163636,15.605,-0.127273,0.0,-0.018182,0,constant
0,8.545455,0.0,2.5,4.75,4.95,0.890909,17.449,-0.145455,-0.01,-0.018182,0,constant
1,4.672727,0.0,7.38,22.884,24.72,1.981818,326.262,-0.418182,0.167,-0.109091,0,constant
5,0.709091,0.0,2.5,4.75,4.95,0.290909,296.27,-0.218182,0.0,-0.018182,0,constant
3,0.690909,0.0,17.5,24.25,24.85,1.054545,316.273,-0.236364,0.0,-0.054545,0,constant
6,6.763636,0.0,2.534,4.815,6.28,1.018182,20.344,0.763636,0.006,0.018182,0,constant
2,27.62,0.065828,3.915,36.572,68.594,8.574609,91.908,0.34,4.37,0.550015,0,constant
4,1.836364,0.0,2.5,4.75,4.95,0.181818,15.605,0.109091,0.0,0.018182,0,constant
0,8.709091,0.0,2.5,4.75,4.95,0.909091,17.449,0.163636,0.0,0.018182,0,constant
1,5.309091,0.0,7.67,23.837,39.571,2.381818,326.262,0.636364,0.953,0.4,0,constant
5,0.890909,0.0,2.5,4.75,4.95,0.309091,296.27,0.181818,0.0,0.018182,0,constant
3,0.872727,0.0,17.5,24.25,24.85,1.090909,316.273,0.181818,0.0,0.036364,0,constant
6,6.109091,0.0,2.538,4.822,6.58,0.981818,20.344,-0.654545,0.007,-0.036364,0,constant
2,27.22,0.066796,3.86,35.081,64.643,8.291695,91.343,-0.4,-1.491,-0.282915,0,constant
4,1.781818,0.0,2.5,4.75,4.95,0.163636,15.605,-0.054545,-0.0,-0.018182,0,constant
0,8.418182,0.0,2.5,4.75,4.95,0.909091,17.449,-0.290909,0.0,0.0,0,constant
1,4.927273,0.0,7.652,23.46,33.063,2.218182,326.266,-0.381818,-0.377,-0.163636,0,constant
5,0.727273,0.0,2.5,4.75,4.95,0.327273,296.27,-0.163636,0.0,0.018182,0,constant
3,0.727273,0.0,17.5,24.25,24.85,1.018182,316.273,-0.145455,0.0,-0.072727,0,constant
6,5.890909,0.0,2.531,4.809,4.999,0.890909,20.344,-0.218182,-0.012,-0.090909,0,constant
2,27.1,0.134183,3.917,34.688,61.179,8.115527,91.667,-0.12,-0.393,-0.176167,0,constant
4,1.727273,0.0,2.5,4.75,4.95,0.181818,15.605,-0.054545,0.0,0.018182,0,constant
0,8.709091,0.0,2.5,4.75,4.95,0.945455,17.449,0.290909,-0.0,0.036364,0,constant
1,4.690909,0.0,8.082,23.485,28.5,2.109091,326.266,-0.236364,0.025,-0.109091,0,constant
5,0.690909,0.0,2.5,4.75,4.95,0.290909,296.27,-0.036364,0.0,-0.036364,0,constant
3,0.690909,0.0,17.5,24.25,24.85,0.963636,316.277,-0.036364,0.0,-0.054545,0,constant
6,7.2,0.0,2.519,4.786,4.976,1.090909,20.344,1.309091,-0.023,0.2,0,constant
2,27.54,0.132039,3.968,34.034,49.693,8.623445,91.465,0.44,-0.654,0.507918,0,constant
4,1.872727,0.0,2.5,4.75,4.95,0.181818,15.605,0.145455,0.0,0.0,0,constant
0,8.781818,0.0,2.505,4.76,4.96,0.945455,17.449,0.072727,0.01,-0.0,0,constant
1,5.527273,0.0,7.5,23.114,24.851,2.381818,326.266,0.836364,-0.37,0.272727,0,constant
5,0.927273,0.0,2.5,4.75,4.95,0.309091,296.27,0.236364,0.0,0.018182,0,constant
3,0.945455,0.0,17.5,24.25,24.85,1.127273,316.277,0.254545,0.0,0.163636,0,constant
6,7.636364,0.0,2.506,4.761,4.963,1.127273,20.344,0.436364,-0.025,0.036364,0,constant
2,27.76,0.065496,3.874,29.985,48.14,8.370045,90.733,0.22,-4.048,-0.2534,0,constant
4,1.945455,0.0,2.5,4.75,4.95,0.181818,15.605,0.072727,0.0,0.0,0,constant
0,8.327273,0.0,2.505,4.76,4.961,0.890909,17.449,-0.454545,0.0,-0.054545,0,constant
1,5.6,0.0,7.01,22.516,24.503,2.236364,326.266,0.072727,-0.598,-0.145455,0,constant
5,1.0,0.0,2.5,4.75,4.95,0.290909,296.27,0.072727,0.0,-0.018182,0,constant
3,1.0,0.0,17.639,24.514,36.25,1.2,316.277,0.054545,0.264,0.072727,0,constant
6,5.890909,0.0,2.508,4.765,4.965,1.0,20.344,-1.745455,0.003,-0.127273,0,constant
2,27.04,0.0,3.778,30.781,47.747,7.828587,91.415,-0.72,0.796,-0.541458,0,constant
4,1.654545,0.0,2.5,4.75,4.95,0.145455,15.605,-0.290909,0.0,-0.036364,0,constant
0,8.4,0.0,2.5,4.771,4.972,0.872727,17.449,0.072727,0.01,-0.018182,0,constant
1,4.654545,0.0,8.108,23.347,24.914,2.018182,326.266,-0.945455,0.831,-0.218182,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.290909,296.27,-0.254545,-0.0,-0.0,0,constant
3,0.745455,0.0,17.688,24.606,39.75,1.109091,316.277,-0.254545,0.092,-0.090909,0,constant
6,5.890909,0.0,2.523,4.794,5.8,0.963636,20.469,0.0,0.03,-0.036364,0,constant
2,27.272727,0.0,3.874,34.896,66.667,7.656313,88.39,0.232727,4.115,-0.172275,0,constant
4,1.8,0.0,2.5,4.75,4.95,0.163636,15.605,0.145455,0.0,0.018182,0,constant
0,8.4,0.0,2.511,4.77,4.971,0.854545,17.449,0.0,-0.0,-0.018182,0,constant
1,4.872727,0.0,8.224,23.371,24.903,2.054545,326.266,0.218182,0.024,0.036364,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.254545,296.27,0.0,0.0,-0.036364,0,constant
3,0.763636,0.0,17.5,24.25,24.85,1.090909,316.281,0.018182,-0.356,-0.018182,0,constant
6,6.218182,0.0,2.522,4.792,4.98,0.981818,20.469,0.327273,-0.002,0.018182,0,constant
2,27.181818,0.0,3.794,32.426,50.25,7.784896,91.686,-0.090909,-2.469,0.128584,0,constant
4,1.8,0.0,2.5,4.75,4.95,0.145455,15.605,0.0,0.0,-0.018182,0,constant
0,8.418182,0.0,2.5,4.76,4.961,0.854545,17.449,0.018182,-0.01,0.0,0,constant
1,4.836364,0.0,7.77,23.835,38.917,1.981818,326.266,-0.036364,0.464,-0.072727,0,constant
5,0.781818,0.0,2.5,4.75,4.95,0.272727,296.27,0.036364,0.0,0.018182,0,constant
3,0.781818,0.0,17.5,24.25,24.85,1.036364,316.281,0.018182,0.0,-0.054545,0,constant
6,6.0,0.0,2.508,4.764,4.965,1.018182,20.469,-0.218182,-0.028,0.036364,0,constant
2,27.14,0.0,3.832,33.513,49.229,7.966742,91.778,-0.041818,1.087,0.181845,0,constant
4,1.690909,0.0,2.5,4.75,4.95,0.181818,15.605,-0.109091,-0.0,0.036364,0,constant
0,8.327273,0.0,2.505,4.76,4.961,0.872727,17.449,-0.090909,-0.0,0.018182,0,constant
1,5.036364,0.0,8.433,23.92,38.458,2.163636,326.266,0.2,0.085,0.181818,0,constant
5,0.727273,0.0,2.5,4.75,4.95,0.290909,296.27,-0.054545,0.0,0.018182,0,constant
3,0.727273,0.0,17.5,24.25,24.85,1.072727,316.281,-0.054545,0.0,0.036364,0,constant
6,6.109091,0.0,2.523,4.793,4.995,1.036364,20.469,0.109091,0.028,0.018182,0,constant
2,27.28,0.066649,3.913,33.535,48.727,8.290356,90.599,0.14,0.022,0.323615,0,constant
4,1.709091,0.0,2.5,4.75,4.95,0.181818,15.605,0.018182,0.0,0.0,0,constant
0,8.581818,0.0,2.5,4.75,4.95,0.927273,17.449,0.254545,-0.01,0.054545,0,constant
1,5.145455,0.0,8.838,23.409,24.779,2.290909,326.266,0.109091,-0.51,0.127273,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.309091,296.27,0.018182,-0.0,0.018182,0,constant
3,0.763636,0.0,17.5,24.25,24.85,1.127273,316.32,0.036364,0.0,0.054545,0,constant
6,6.0,0.0,2.515,4.779,4.966,0.909091,20.469,-0.109091,-0.014,-0.127273,0,constant
2,26.98,0.06739,3.826,32.5,47.724,8.168947,91.541,-0.3,-1.035,-0.121409,0,constant
4,1.672727,0.0,2.5,4.75,4.95,0.181818,15.605,-0.036364,0.0,0.0,0,constant
0,8.672727,0.0,2.5,4.75,4.95,0.909091,17.449,0.090909,-0.0,-0.018182,0,constant
1,5.018182,0.0,9.203,23.918,36.2,2.272727,326.27,-0.127273,0.509,-0.018182,0,constant
5,0.690909,0.0,2.5,4.75,4.95,0.290909,296.27,-0.054545,0.0,-0.018182,0,constant
3,0.690909,0.0,17.5,24.25,24.85,1.163636,316.016,-0.072727,0.0,0.036364,0,constant
6,6.218182,0.0,2.507,4.764,4.965,0.945455,20.469,0.218182,-0.015,0.036364,0,constant
2,27.181818,0.06689,3.768,29.398,47.855,7.9369,90.698,0.201818,-3.102,-0.232047,1,constant
4,1.727273,0.0,2.5,4.75,4.95,0.145455,15.605,0.054545,0.0,-0.036364,0,constant
0,8.327273,0.0,2.5,4.75,4.95,0.872727,17.449,-0.345455,0.0,-0.036364,0,constant
1,4.745455,0.0,7.943,23.003,24.601,1.981818,326.27,-0.272727,-0.915,-0.290909,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.272727,296.27,0.054545,-0.0,-0.018182,0,constant
3,0.745455,0.0,17.5,24.25,24.85,1.127273,316.016,0.054545,0.0,-0.036364,0,constant
6,4.909091,0.0,2.519,4.785,4.972,0.690909,20.469,-1.309091,0.022,-0.254545,0,constant
2,18.581818,0.097847,3.692,28.138,49.883,6.198933,90.515,-8.6,-1.26,-1.737967,1,constant
4,1.563636,0.0,2.5,4.75,4.95,0.145455,15.605,-0.163636,0.0,0.0,0,constant
0,6.218182,0.0,2.5,4.75,4.95,0.581818,17.449,-2.109091,0.0,-0.290909,0,constant
1,3.145455,0.0,7.061,22.552,24.51,1.309091,326.27,-1.6,-0.451,-0.672727,0,constant
5,0.636364,0.0,2.5,4.75,4.95,0.254545,296.27,-0.109091,0.0,-0.018182,0,constant
3,0.618182,0.0,17.5,24.25,24.85,0.690909,316.004,-0.127273,0.0,-0.436364,0,constant
6,2.072727,0.0,2.545,4.835,7.9,0.345455,20.594,-2.836364,0.049,-0.345455,0,constant
2,4.2,0.0,3.565,36.354,83.625,2.544449,90.046,-14.381818,8.216,-3.654484,0,constant
4,1.090909,0.0,2.5,4.75,4.95,0.127273,15.605,-0.472727,0.0,-0.018182,0,constant
0,2.272727,0.0,2.5,4.75,4.95,0.218182,17.449,-3.945455,0.0,-0.363636,0,constant
1,0.872727,0.0,6.176,21.727,24.345,0.490909,326.27,-2.272727,-0.825,-0.818182,0,constant
5,0.2,0.0,2.5,4.75,4.95,0.2,296.27,-0.436364,0.0,-0.054545,0,constant
3,0.181818,0.0,17.5,24.25,24.85,0.327273,316.004,-0.436364,0.0,-0.363636,0,constant
4,0.854545,0.0,2.5,4.75,4.95,0.109091,15.605,0.0,0.0,0.0,0,constant
5,0.0,0.0,0.0,0.0,0.0,0.145455,296.27,0.0,0.0,0.0,0,constant
2,0.654545,0.0,2.5,4.75,4.95,1.339533,83.584,0.0,0.0,0.0,0,constant
6,0.872727,0.0,2.554,4.853,7.65,0.236364,20.594,0.0,0.0,0.0,0,constant
3,0.0,0.0,0.0,0.0,0.0,0.254545,316.004,0.0,0.0,0.0,0,constant
0,0.872727,0.0,2.5,4.75,4.95,0.127273,17.449,0.0,0.0,0.0,0,constant
1,0.0,0.0,0.0,0.0,0.0,0.181818,326.27,0.0,0.0,0.0,0,constant
4,0.854545,0.0,2.5,4.75,4.95,0.109091,15.605,0.0,0.0,0.0,0,constant
5,0.0,0.0,0.0,0.0,0.0,0.163636,296.27,0.0,0.0,0.018182,0,constant
2,0.654545,0.0,2.5,4.75,4.95,1.314138,89.069,0.0,0.0,-0.025395,1,constant
6,0.872727,0.0,2.611,4.961,8.825,0.236364,20.594,0.0,0.108,0.0,0,constant
3,0.0,0.0,0.0,0.0,0.0,0.218182,316.004,0.0,0.0,-0.036364,0,constant
0,0.872727,0.0,2.5,4.75,4.95,0.127273,17.574,0.0,0.0,0.0,0,constant
1,0.0,0.0,0.0,0.0,0.0,0.163636,326.27,0.0,0.0,-0.018182,0,constant
4,0.854545,0.0,2.5,4.75,4.95,0.109091,15.605,0.0,0.0,0.0,0,constant
5,0.0,0.0,0.0,0.0,0.0,0.145455,296.27,0.0,0.0,-0.018182,0,constant
2,0.654545,0.0,2.5,4.75,4.95,1.302778,90.046,0.0,0.0,-0.01136,1,constant
6,0.872727,0.0,2.67,6.083,9.217,0.236364,20.594,0.0,1.122,-0.0,0,constant
3,0.0,0.0,0.0,0.0,0.0,0.236364,316.004,0.0,0.0,0.018182,0,constant
0,0.872727,0.0,2.5,4.75,4.95,0.127273,17.574,0.0,0.0,0.0,0,constant
1,0.0,0.0,0.0,0.0,0.0,0.181818,326.27,0.0,0.0,0.018182,0,constant
4,1.109091,0.0,2.5,4.75,4.95,0.127273,15.605,0.254545,0.0,0.018182,0,constant
5,0.2,0.0,2.5,4.75,4.95,0.2,296.27,0.2,0.0,0.054545,0,constant
2,9.345455,0.194553,4.656,54.259,92.333,3.036566,93.002,8.690909,49.509,1.733788,1,constant
6,3.2,0.0,2.578,4.898,8.342,0.618182,20.594,2.327273,-1.186,0.381818,0,constant
3,0.2,0.0,17.5,24.25,24.85,0.618182,316.016,0.2,0.0,0.381818,0,constant
0,3.454545,0.0,2.527,4.801,5.25,0.363636,17.574,2.581818,0.051,0.236364,0,constant
1,2.254545,0.0,5.93,21.556,24.321,1.036364,326.27,2.254545,0.0,0.854545,0,constant
4,1.690909,0.0,2.5,4.75,4.95,0.163636,15.605,0.581818,-0.0,0.036364,0,constant
5,0.618182,0.0,2.5,4.75,4.95,0.254545,296.27,0.418182,0.0,0.054545,0,constant
2,23.927273,0.151976,4.318,45.842,88.957,7.161134,91.656,14.581818,-8.418,4.124568,1,constant
6,6.145455,0.0,2.545,4.835,7.164,1.145455,20.594,2.945455,-0.062,0.527273,0,constant
3,0.636364,0.0,17.5,24.25,24.85,1.090909,316.016,0.436364,0.0,0.472727,0,constant
0,7.709091,0.0,2.524,4.795,4.997,0.781818,17.574,4.254545,-0.005,0.418182,0,constant
1,5.054545,0.0,6.782,22.488,24.465,2.109091,326.27,2.8,0.932,1.072727,0,constant
4,1.8,0.0,2.5,4.75,4.95,0.163636,15.605,0.109091,0.0,0.0,0,constant
5,0.8,0.0,2.5,4.75,4.95,0.290909,296.27,0.181818,0.0,0.036364,0,constant
2,27.181818,0.200669,4.036,39.71,84.018,7.717664,88.848,3.254545,-6.132,0.55653,0,constant
6,6.872727,0.0,2.528,4.803,5.438,0.981818,20.594,0.727273,-0.033,-0.163636,0,constant
3,0.745455,0.0,17.679,24.589,39.25,1.072727,316.02,0.109091,0.339,-0.018182,0,constant
0,8.8,0.0,2.51,4.77,4.971,0.854545,17.574,1.090909,-0.026,0.072727,0,constant
1,5.145455,0.0,7.724,23.121,24.733,2.054545,326.27,0.090909,0.633,-0.054545,0,constant
4,1.781818,0.0,2.5,4.75,4.95,0.163636,15.605,-0.018182,0.0,0.0,0,constant
5,0.818182,0.0,2.5,4.75,4.95,0.290909,296.27,0.018182,0.0,-0.0,0,constant
2,27.345455,0.132979,3.872,31.184,62.333,7.644898,92.606,0.163636,-8.525,-0.072765,0,constant
6,6.436364,0.0,2.521,4.79,4.992,0.890909,20.594,-0.436364,-0.013,-0.090909,0,constant
3,0.818182,0.0,17.67,24.567,38.5,0.963636,316.02,0.072727,-0.023,-0.109091,0,constant
0,8.618182,0.0,2.505,4.76,4.96,0.836364,17.574,-0.181818,-0.01,-0.018182,0,constant
1,4.8,0.0,7.378,23.069,24.709,1.872727,326.27,-0.345455,-0.052,-0.181818,0,constant
4,1.818182,0.0,2.5,4.75,4.95,0.163636,15.605,0.036364,0.0,0.0,0,constant
5,0.836364,0.0,2.5,4.75,4.95,0.327273,296.273,0.018182,-0.0,0.036364,0,constant
2,27.436364,0.066269,3.877,27.274,48.233,8.503924,92.911,0.090909,-3.91,0.859026,0,constant
6,6.545455,0.0,2.5,4.75,4.95,0.872727,20.594,0.109091,-0.04,-0.018182,0,constant
3,0.854545,0.0,17.5,24.25,24.85,1.018182,316.02,0.036364,-0.317,0.054545,0,constant
0,8.672727,0.0,2.505,4.76,4.96,0.836364,17.574,0.054545,-0.0,0.0,0,constant
1,5.036364,0.0,7.115,22.732,26.25,2.054545,326.27,0.236364,-0.337,0.181818,0,constant
4,1.818182,0.0,2.5,4.75,4.95,0.163636,15.605,0.0,0.0,-0.0,0,constant
5,0.836364,0.0,2.5,4.75,4.95,0.290909,296.273,0.0,0.0,-0.036364,0,constant
2,27.381818,0.066401,3.959,29.537,48.13,7.954164,89.634,-0.054545,2.263,-0.54976,1,constant
6,6.872727,0.0,2.514,4.777,4.978,0.854545,20.594,0.327273,0.027,-0.018182,0,constant
3,0.836364,0.0,17.5,24.25,24.85,1.036364,316.02,-0.018182,0.0,0.018182,0,constant
0,8.909091,0.0,2.51,4.769,4.97,0.890909,17.574,0.236364,0.009,0.054545,0,constant
1,5.4,0.0,7.446,23.053,24.85,2.181818,326.273,0.363636,0.321,0.127273,0,constant
4,1.727273,0.0,2.5,4.75,4.95,0.181818,15.605,-0.090909,0.0,0.018182,0,constant
5,0.763636,0.0,2.5,4.75,4.95,0.272727,296.273,-0.072727,0.0,-0.018182,0,constant
2,27.181818,0.0,3.893,34.375,68.906,8.114702,88.089,-0.2,4.838,0.160538,1,constant
6,6.109091,0.0,2.515,4.779,4.98,0.818182,20.594,-0.763636,0.002,-0.036364,0,constant
3,0.781818,0.0,17.5,24.25,24.85,0.872727,316.023,-0.054545,0.0,-0.163636,0,constant
0,8.727273,0.0,2.516,4.78,4.981,0.909091,17.574,-0.181818,0.01,0.018182,0,constant
1,5.090909,0.0,8.161,23.689,35.5,2.236364,326.273,-0.309091,0.636,0.054545,0,constant
4,1.836364,0.0,2.5,4.75,4.95,0.181818,15.605,0.109091,0.0,0.0,0,constant
5,0.818182,0.0,2.5,4.75,4.95,0.290909,296.273,0.054545,0.0,0.018182,0,constant
2,27.381818,0.066401,3.976,36.25,57.462,8.431467,88.039,0.2,1.875,0.316765,1,constant
6,6.763636,0.0,2.507,4.762,4.963,0.927273,20.594,0.654545,-0.016,0.109091,0,constant
3,0.781818,0.0,17.5,24.25,24.85,0.963636,316.023,0.0,0.0,0.090909,0,constant
0,9.109091,0.0,2.505,4.76,4.96,0.981818,17.574,0.381818,-0.02,0.072727,0,constant
1,5.4,0.0,8.454,24.122,40.344,2.490909,326.273,0.309091,0.432,0.254545,0,constant
4,1.945455,0.0,2.5,4.75,4.95,0.181818,15.605,0.109091,-0.0,0.0,0,constant
5,0.872727,0.0,2.5,4.75,4.95,0.309091,296.273,0.054545,0.0,0.018182,0,constant
2,27.672727,0.131406,4.044,36.869,72.6,8.528958,86.689,0.290909,0.619,0.097491,0,constant
6,7.527273,0.0,2.512,4.773,4.974,0.981818,20.594,0.763636,0.011,0.054545,0,constant
3,0.872727,0.0,17.5,24.25,24.85,1.036364,316.027,0.090909,0.0,0.072727,0,constant
0,8.963636,0.0,2.505,4.76,4.96,0.963636,17.574,-0.145455,0.0,-0.018182,0,constant
1,5.672727,0.0,7.988,23.425,24.987,2.4,326.273,0.272727,-0.697,-0.090909,0,constant
4,1.872727,0.0,2.5,4.75,4.95,0.2,15.605,-0.072727,0.0,0.018182,0,constant
5,0.890909,0.0,2.5,4.75,4.95,0.290909,296.273,0.018182,0.0,-0.018182,0,constant
2,27.690909,0.06566,3.897,32.296,48.851,8.173064,90.443,0.018182,-4.573,-0.355895,0,constant
6,7.309091,0.0,2.513,4.775,4.976,0.927273,20.594,-0.218182,0.002,-0.054545,0,constant
3,0.909091,0.0,17.5,24.25,24.85,0.963636,316.027,0.036364,0.0,-0.072727,0,constant
0,8.345455,0.0,2.505,4.76,4.961,0.872727,17.574,-0.618182,0.001,-0.090909,0,constant
1,5.254545,0.0,7.079,22.565,24.515,2.090909,326.273,-0.418182,-0.86,-0.309091,0,constant
4,1.745455,0.0,2.5,4.75,4.95,0.181818,15.605,-0.127273,0.0,-0.018182,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.290909,296.273,-0.145455,-0.0,-0.0,0,constant
2,27.381818,0.066401,3.807,30.962,47.511,8.188047,88.684,-0.309091,-1.335,0.014984,0,constant
6,6.436364,0.0,2.507,4.764,4.964,0.872727,20.594,-0.872727,-0.012,-0.054545,0,constant
3,0.745455,0.0,17.5,24.25,24.85,0.872727,316.027,-0.163636,0.0,-0.090909,0,constant
0,8.490909,0.0,2.5,4.75,4.95,0.890909,17.574,0.145455,-0.01,0.018182,0,constant
1,4.872727,0.0,7.597,22.928,24.599,2.163636,326.273,-0.381818,0.363,0.072727,0,constant
4,1.745455,0.0,2.5,4.75,4.95,0.163636,15.605,0.0,0.0,-0.018182,0,constant
5,0.727273,0.0,2.5,4.75,4.95,0.254545,296.273,-0.018182,0.0,-0.036364,0,constant
2,27.236364,0.0,3.861,25.382,46.187,7.82354,89.428,-0.145455,-5.58,-0.364507,0,constant
6,6.218182,0.0,2.5,4.75,4.95,0.8,20.266,-0.218182,-0.014,-0.072727,0,constant
3,0.727273,0.0,17.5,24.25,24.85,0.854545,316.027,-0.018182,0.0,-0.018182,0,constant
0,8.945455,0.0,2.5,4.75,4.95,0.890909,17.574,0.454545,0.0,-0.0,0,constant
1,4.818182,0.0,7.53,22.84,24.562,1.963636,326.273,-0.054545,-0.088,-0.2,0,constant
4,1.672727,0.0,2.5,4.75,4.95,0.145455,15.605,-0.072727,0.0,-0.018182,0,constant
5,0.709091,0.0,2.5,4.75,4.95,0.254545,296.273,-0.018182,0.0,0.0,0,constant
2,27.127273,0.0,3.791,23.116,43.434,7.572769,88.009,-0.109091,-2.266,-0.250771,0,constant
6,5.781818,0.0,2.508,4.765,4.965,0.781818,20.266,-0.436364,0.015,-0.018182,0,constant
3,0.709091,0.0,17.5,24.25,24.85,0.836364,316.031,-0.018182,0.0,-0.018182,0,constant
0,8.436364,0.0,2.505,4.76,4.961,0.818182,17.574,-0.509091,0.01,-0.072727,0,constant
1,4.618182,0.0,7.062,22.279,24.414,1.763636,326.273,-0.2,-0.561,-0.2,0,constant
4,1.818182,0.0,2.5,4.75,4.95,0.163636,15.605,0.145455,0.0,0.018182,0,constant
5,0.836364,0.0,2.5,4.75,4.95,0.290909,296.273,0.127273,0.0,0.036364,0,constant
2,27.4,0.066357,3.802,24.272,47.776,7.634393,93.609,0.272727,1.156,0.061624,0,constant
6,6.545455,0.0,2.522,4.791,4.993,0.854545,20.266,0.763636,0.027,0.072727,0,constant
3,0.836364,0.0,17.5,24.25,24.85,0.872727,316.031,0.127273,0.0,0.036364,0,constant
0,8.290909,0.0,2.505,4.76,4.961,0.8,17.422,-0.145455,0.0,-0.018182,0,constant
1,5.0,0.0,6.419,21.444,24.352,1.890909,326.277,0.381818,-0.835,0.127273,0,constant
4,1.854545,0.0,2.5,4.75,4.95,0.181818,15.605,0.036364,0.0,0.018182,0,constant
5,0.818182,0.0,2.5,4.75,4.95,0.272727,296.273,-0.018182,0.0,-0.018182,0,constant
2,27.472727,0.132363,3.923,31.703,55.906,7.9442,87.421,0.072727,7.431,0.309807,0,constant
6,6.654545,0.0,2.521,4.79,4.992,0.890909,20.266,0.109091,-0.001,0.036364,0,constant
3,0.836364,0.0,17.5,24.25,24.85,0.945455,316.031,0.0,0.0,0.072727,0,constant
0,8.672727,0.0,2.5,4.75,4.95,0.890909,17.422,0.381818,-0.01,0.090909,0,constant
1,5.527273,0.0,7.035,22.464,24.665,2.2,326.277,0.527273,1.02,0.309091,0,constant
4,1.636364,0.0,2.5,4.75,4.95,0.163636,15.605,-0.218182,0.0,-0.018182,0,constant
5,0.727273,0.0,2.5,4.75,4.95,0.290909,296.273,-0.090909,0.0,0.018182,0,constant
2,26.945455,0.067476,3.839,34.242,60.6,9.012008,88.2,-0.527273,2.538,1.067808,0,constant
6,5.890909,0.0,2.517,4.781,4.983,0.836364,20.266,-0.763636,-0.009,-0.054545,0,constant
3,0.727273,0.0,17.5,24.25,24.85,0.872727,316.031,-0.109091,0.0,-0.072727,0,constant
0,8.745455,0.0,2.505,4.76,4.96,0.927273,17.422,0.072727,0.01,0.036364,0,constant
1,5.072727,0.0,8.153,24.389,43.275,2.272727,326.277,-0.454545,1.925,0.072727,0,constant
4,1.563636,0.0,2.5,4.75,4.95,0.181818,15.605,-0.072727,-0.0,0.018182,0,constant
5,0.636364,0.0,2.5,4.75,4.95,0.272727,296.273,-0.090909,0.0,-0.018182,0,constant
2,26.890909,0.0,3.909,32.969,49.776,8.86185,89.226,-0.054545,-1.273,-0.150158,0,constant
6,5.454545,0.0,2.517,4.781,4.983,0.854545,20.266,-0.436364,0.0,0.018182,0,constant
3,0.618182,0.0,17.5,24.25,24.85,0.872727,316.031,-0.109091,0.0,-0.0,0,constant
0,9.2,0.0,2.515,4.778,4.98,0.963636,17.422,0.454545,0.018,0.036364,0,constant
1,4.745455,0.0,8.423,24.669,43.886,2.254545,326.277,-0.327273,0.28,-0.018182,0,constant
4,1.781818,0.0,2.5,4.75,4.95,0.163636,15.605,0.218182,0.0,-0.018182,0,constant
5,0.836364,0.0,2.5,4.75,4.95,0.309091,296.273,0.2,0.0,0.036364,0,constant
2,27.4,0.0,3.987,32.205,49.138,8.309602,89.317,0.509091,-0.764,-0.552248,0,constant
6,6.327273,0.0,2.522,4.792,4.994,0.945455,20.266,0.872727,0.011,0.090909,0,constant
3,0.836364,0.0,17.5,24.25,24.85,0.963636,316.035,0.218182,0.0,0.090909,0,constant
0,9.145455,0.0,2.51,4.769,4.97,0.963636,17.422,-0.054545,-0.009,0.0,0,constant
1,4.963636,0.0,7.147,23.191,33.0,2.127273,326.277,0.218182,-1.479,-0.127273,0,constant
4,1.836364,0.0,2.5,4.75,4.95,0.181818,15.605,0.054545,0.0,0.018182,0,constant
5,0.890909,0.0,2.5,4.75,4.95,0.309091,296.273,0.054545,0.0,0.0,0,constant
2,27.472727,0.0,3.89,24.952,48.035,8.140909,90.42,0.072727,-7.253,-0.168693,0,constant
6,6.654545,0.0,2.519,4.787,4.988,1.018182,20.266,0.327273,-0.005,0.072727,0,constant
3,0.890909,0.0,17.5,24.25,24.85,1.072727,316.035,0.054545,0.0,0.109091,0,constant
0,8.6,0.0,2.5,4.75,4.95,0.909091,17.422,-0.545455,-0.019,-0.054545,0,constant
1,4.8,0.0,6.91,22.76,24.828,2.090909,326.277,-0.163636,-0.431,-0.036364,0,constant
4,1.981818,0.0,2.5,4.75,4.95,0.2,15.605,0.145455,-0.0,0.018182,0,constant
5,0.945455,0.0,2.5,4.75,4.95,0.290909,296.273,0.054545,0.0,-0.018182,0,constant
2,27.763636,0.0,4.002,27.484,47.315,8.07998,94.105,0.290909,2.532,-0.060929,0,constant
6,7.745455,0.0,2.512,4.773,4.974,1.054545,20.266,1.090909,-0.014,0.036364,0,constant
3,0.927273,0.0,17.5,24.25,24.85,1.072727,316.035,0.036364,0.0,0.0,0,constant
0,8.945455,0.0,2.5,4.75,4.95,0.890909,17.422,0.345455,-0.0,-0.018182,0,constant
1,5.545455,0.0,6.466,22.104,24.835,2.163636,326.277,0.745455,-0.656,0.072727,0,constant
4,1.781818,0.0,2.5,4.75,4.95,0.181818,15.605,-0.2,0.0,-0.018182,0,constant
5,0.745455,0.0,2.5,4.75,4.95,0.327273,296.277,-0.2,0.0,0.036364,0,constant
2,27.254545,0.0,3.932,32.514,49.169,8.197082,96.737,-0.509091,5.03,0.117102,0,constant
